JN043191.1	voucher	MVZ:Mamm:197184	unknown genomic sequence
JN043192.1	voucher	MVZ:Mamm:197184	unknown genomic sequence
U65268.1			cytochrome b (cytb) gene, mitochondrial gene encoding mitochondrial protein, complete cds
GQ175241.1	voucher	MVZ:198445	cytochrome b (cytb) gene, partial cds; mitochondrial
DQ179688.1	isolate	MVZ197126	12S ribosomal RNA gene, partial sequence; mitochondrial
DQ179738.1	isolate	MVZ197126	16S ribosomal RNA gene, partial sequence; mitochondrial
DQ179788.1	isolate	MVZ197126	cytochrome oxidase subunit II (COII) gene, partial cds; and tRNA-Lys (trnK) gene, partial sequence; mitochondrial
DQ179838.1	isolate	MVZ197126	cytochrome b (cytb) gene, partial cds; mitochondrial
DQ179888.1	isolate	MVZ197126	mineralocorticoid receptor (MLR) gene, exon 3 and partial cds
DQ179938.1	isolate	MVZ197126	myosin heavy polypeptide 6 cardiac muscle alpha (MYH6) gene, exon 35, intron 35 and partial cds
DQ179988.1	isolate	MVZ197126	engrailed 2 (EN2) gene, exon 3 and partial cds
DQ180038.1	isolate	MVZ197126	beta-fibrinogen (FGB) gene, intron 7, exon 8 and partial cds
GQ175233.1	voucher	MVZ:199946	cytochrome b (cytb) gene, partial cds; mitochondrial
AY598237.1	voucher	DMNS:Mamm:9205	control region, partial sequence; mitochondrial
GQ175231.1	voucher	MVZ:199944	cytochrome b (cytb) gene, partial cds; mitochondrial
AY598236.1	voucher	DMNS:Mamm:9204	control region, partial sequence; mitochondrial
U65260.1			cytochrome b (cytb) gene, mitochondrial gene encoding mitochondrial protein, complete cds
U65272.1			cytochrome b (cytb) gene, mitochondrial gene encoding mitochondrial protein, complete cds
JN042338.1	voucher	MVZ:Mamm:207216	zonadhesin (ZAN) gene, exon 17 and partial cds
JN042339.1	voucher	MVZ:Mamm:207216	zonadhesin (ZAN) gene, exon 17 and partial cds
JN042513.1	voucher	MVZ:Mamm:207216	cytochrome b (cytb) gene, partial cds; mitochondrial
JN042735.1	voucher	MVZ:Mamm:207216	acrosin (ACR) gene, exon 2 and partial cds
JN042736.1	voucher	MVZ:Mamm:207216	acrosin (ACR) gene, exon 2 and partial cds
JN042969.1	voucher	MVZ:Mamm:207216	zona pellucida glycoprotein 2 (Zp2) gene, exons 9, 10 and partial cds
JN042970.1	voucher	MVZ:Mamm:207216	zona pellucida glycoprotein 2 (Zp2) gene, exons 9, 10 and partial cds
JN043201.1	voucher	MVZ:Mamm:207216	unknown genomic sequence
JN043202.1	voucher	MVZ:Mamm:207216	unknown genomic sequence
GQ175234.1	voucher	MVZ:199941	cytochrome b (cytb) gene, partial cds; mitochondrial
EU259280.1	voucher	MVZ:Mamm:208612	cytochrome b (cytb) gene, partial cds; mitochondrial
JN042514.1	voucher	MVZ:Mamm:208612	cytochrome b (cytb) gene, partial cds; mitochondrial
U65248.1			cytochrome b (cytb) gene, mitochondrial gene encoding mitochondrial protein, complete cds
JN042342.1	voucher	MVZ:Mamm:217078	zonadhesin (ZAN) gene, exon 17 and partial cds
JN042343.1	voucher	MVZ:Mamm:217078	zonadhesin (ZAN) gene, exon 17 and partial cds
JN042465.1	voucher	MVZ:Mamm:217078	cytochrome b (cytb) gene, partial cds; mitochondrial
JN042739.1	voucher	MVZ:Mamm:217078	acrosin (ACR) gene, exon 2 and partial cds
JN042740.1	voucher	MVZ:Mamm:217078	acrosin (ACR) gene, exon 2 and partial cds
JN042973.1	voucher	MVZ:Mamm:217078	zona pellucida glycoprotein 2 (Zp2) gene, exons 9, 10 and partial cds
JN042974.1	voucher	MVZ:Mamm:217078	zona pellucida glycoprotein 2 (Zp2) gene, exons 9, 10 and partial cds
JN043205.1	voucher	MVZ:Mamm:217078	unknown genomic sequence
JN043206.1	voucher	MVZ:Mamm:217078	unknown genomic sequence
EU175994.1			haplotype NA13 arginine-vasopressin receptor 1a (avpr1a) gene, exon 1 and partial cds
GU954307.1	isolate	01	cytochrome b (cytb) gene, partial cds; mitochondrial
GU954394.1	isolate	01_02	arginine vasopressin 1a receptor (avpr1a) gene, promoter region and 5' UTR
GQ175232.1	voucher	MVZ:199945	cytochrome b (cytb) gene, partial cds; mitochondrial
GU954325.1	isolate	02	cytochrome b (cytb) gene, partial cds; mitochondrial
GU954356.1	isolate	02_01	arginine vasopressin receptor 1a (avpr1a) gene, partial cds
GU954357.1	isolate	02_02	arginine vasopressin receptor 1a (avpr1a) gene, partial cds
GU954418.1	isolate	02	arginine vasopressin 1a receptor (avpr1a) gene, promoter region and 5' UTR
U65247.1			cytochrome b (cytb) gene, mitochondrial gene encoding mitochondrial protein, complete cds
EU600972.1	isolate	JF170	transforming growth factor beta 2 (TGFB2) gene, intron 5 and partial cds
EU601015.1	isolate	JF170	NADH dehydrogenase subunit 3 (ND3) gene, complete cds; mitochondrial
EU601094.1	isolate	JF170	intron 2; and myoglobin gene, partial cds
EU601162.1	isolate	JF170	ATPase subunit 6 (ATP6) gene, complete cds; mitochondrial
U65263.1			cytochrome b (cytb) gene, mitochondrial gene encoding mitochondrial protein, complete cds
GQ175238.1	voucher	MVZ:196186	cytochrome b (cytb) gene, partial cds; mitochondrial
JN042324.1	voucher	MVZ:Mamm:196677	zonadhesin (ZAN) gene, exon 17 and partial cds
JN042325.1	voucher	MVZ:Mamm:196677	zonadhesin (ZAN) gene, exon 17 and partial cds
JN042515.1	voucher	MVZ:Mamm:196677	cytochrome b (cytb) gene, partial cds; mitochondrial
JN042721.1	voucher	MVZ:Mamm:196677	acrosin (ACR) gene, exon 2 and partial cds
JN042722.1	voucher	MVZ:Mamm:196677	acrosin (ACR) gene, exon 2 and partial cds
JN042955.1	voucher	MVZ:Mamm:196677	zona pellucida glycoprotein 2 (Zp2) gene, exons 9, 10 and partial cds
JN042956.1	voucher	MVZ:Mamm:196677	zona pellucida glycoprotein 2 (Zp2) gene, exons 9, 10 and partial cds
JN043187.1	voucher	MVZ:Mamm:196677	unknown genomic sequence
JN043188.1	voucher	MVZ:Mamm:196677	unknown genomic sequence
JN042455.1	voucher	MVZ:Mamm:216306	cytochrome b (cytb) gene, partial cds; mitochondrial
JN042332.1	voucher	MVZ:Mamm:202384	zonadhesin (ZAN) gene, exon 17 and partial cds
JN042333.1	voucher	MVZ:Mamm:202384	zonadhesin (ZAN) gene, exon 17 and partial cds
JN042464.1	voucher	MVZ:Mamm:202384	cytochrome b (cytb) gene, partial cds; mitochondrial
JN042729.1	voucher	MVZ:Mamm:202384	acrosin (ACR) gene, exon 2 and partial cds
JN042730.1	voucher	MVZ:Mamm:202384	acrosin (ACR) gene, exon 2 and partial cds
JN042963.1	voucher	MVZ:Mamm:202384	zona pellucida glycoprotein 2 (Zp2) gene, exons 9, 10 and partial cds
JN042964.1	voucher	MVZ:Mamm:202384	zona pellucida glycoprotein 2 (Zp2) gene, exons 9, 10 and partial cds
JN043195.1	voucher	MVZ:Mamm:202384	unknown genomic sequence
JN043196.1	voucher	MVZ:Mamm:202384	unknown genomic sequence
U65250.1			cytochrome b (cytb) gene, mitochondrial gene encoding mitochondrial protein, complete cds
GU954330.1	isolate	02	cytochrome b (cytb) gene, partial cds; mitochondrial
GU954363.1	isolate	02	arginine vasopressin receptor 1a (avpr1a) gene, partial cds
GU954394.1	isolate	01_02	arginine vasopressin 1a receptor (avpr1a) gene, promoter region and 5' UTR
U65251.1			cytochrome b (cytb) gene, mitochondrial gene encoding mitochondrial protein, complete cds
U65266.1			cytochrome b (cytb) gene, mitochondrial gene encoding mitochondrial protein, complete cds
DQ179676.1	isolate	MVZ196356	12S ribosomal RNA gene, partial sequence; mitochondrial
DQ179726.1	isolate	MVZ196356	16S ribosomal RNA gene, partial sequence; mitochondrial
DQ179776.1	isolate	MVZ196356	cytochrome oxidase subunit II (COII) gene, partial cds; and tRNA-Lys (trnK) gene, partial sequence; mitochondrial
DQ179826.1	isolate	MVZ196356	cytochrome b (cytb) gene, partial cds; mitochondrial
DQ179876.1	isolate	MVZ196356	mineralocorticoid receptor (MLR) gene, exon 3 and partial cds
DQ179926.1	isolate	MVZ196356	myosin heavy polypeptide 6 cardiac muscle alpha (MYH6) gene, exon 35, intron 35 and partial cds
DQ179976.1	isolate	MVZ196356	engrailed 2 (EN2) gene, exon 3 and partial cds
DQ180026.1	isolate	MVZ196356	beta-fibrinogen (FGB) gene, intron 7, exon 8 and partial cds
U65265.1			cytochrome b (cytb) gene, mitochondrial gene encoding mitochondrial protein, complete cds
AY309245.1			Z 173509 cytochrome b (cytb) gene, partial cds; mitochondrial gene for mitochondrial product
DQ179681.1	isolate	MVZ197142	12S ribosomal RNA gene, partial sequence; mitochondrial
DQ179731.1	isolate	MVZ197142	16S ribosomal RNA gene, partial sequence; mitochondrial
DQ179781.1	isolate	MVZ197142	cytochrome oxidase subunit II (COII) gene, partial cds; and tRNA-Lys (trnK) gene, partial sequence; mitochondrial
DQ179831.1	isolate	MVZ197142	cytochrome b (cytb) gene, partial cds; mitochondrial
DQ179881.1	isolate	MVZ197142	mineralocorticoid receptor (MLR) gene, exon 3 and partial cds
DQ179931.1	isolate	MVZ197142	myosin heavy polypeptide 6 cardiac muscle alpha (MYH6) gene, exon 35, intron 35 and partial cds
DQ179981.1	isolate	MVZ197142	engrailed 2 (EN2) gene, exon 3 and partial cds
DQ180031.1	isolate	MVZ197142	beta-fibrinogen (FGB) gene, intron 7, exon 8 and partial cds
AY152414.1			MVZ 195190 cytochrome b gene, partial cds; mitochondrial gene for mitochondrial product
U65269.1			cytochrome b (cytb) gene, mitochondrial gene encoding mitochondrial protein, complete cds
JN042174.1	voucher	DMNS:Mamm:11186	zonadhesin (ZAN) gene, exon 17 and partial cds
JN042175.1	voucher	DMNS:Mamm:11186	zonadhesin (ZAN) gene, exon 17 and partial cds
JN042478.1	voucher	DMNS:Mamm:11186	cytochrome b (cytb) gene, partial cds; mitochondrial
JN042571.1	voucher	DMNS:Mamm:11186	acrosin (ACR) gene, exon 2 and partial cds
JN042572.1	voucher	DMNS:Mamm:11186	acrosin (ACR) gene, exon 2 and partial cds
JN042805.1	voucher	DMNS:Mamm:11186	zona pellucida glycoprotein 2 (Zp2) gene, exons 9, 10 and partial cds
JN042806.1	voucher	DMNS:Mamm:11186	zona pellucida glycoprotein 2 (Zp2) gene, exons 9, 10 and partial cds
JN043037.1	voucher	DMNS:Mamm:11186	unknown genomic sequence
JN043038.1	voucher	DMNS:Mamm:11186	unknown genomic sequence
AY124544.1			specimen-voucher MVZ 170456 cytochrome b (cyt b) gene, complete cds; mitochondrial gene for mitochondrial product
JN042162.1	voucher	DMNS:Mamm:10996	zonadhesin (ZAN) gene, exon 17 and partial cds
JN042163.1	voucher	DMNS:Mamm:10996	zonadhesin (ZAN) gene, exon 17 and partial cds
JN042556.1	voucher	DMNS:Mamm:10996	cytochrome b (cytb) gene, partial cds; mitochondrial
JN042559.1	voucher	DMNS:Mamm:10996	acrosin (ACR) gene, exon 2 and partial cds
JN042560.1	voucher	DMNS:Mamm:10996	acrosin (ACR) gene, exon 2 and partial cds
JN042793.1	voucher	DMNS:Mamm:10996	zona pellucida glycoprotein 2 (Zp2) gene, exons 9, 10 and partial cds
JN042794.1	voucher	DMNS:Mamm:10996	zona pellucida glycoprotein 2 (Zp2) gene, exons 9, 10 and partial cds
JN043025.1	voucher	DMNS:Mamm:10996	unknown genomic sequence
JN043026.1	voucher	DMNS:Mamm:10996	unknown genomic sequence
JQ656005.1	isolate	MVZ_183693_OR_Jackso	NADH dehydrogenase subunit 2 (ND2) gene, complete cds; mitochondrial
AF314027.1			NADH dehydrogenase subunit I (ND1) gene, partial cds; tRNA-Ile, tRNA-Gln, and tRNA-Met genes, complete sequence; NADH dehydrogenase subunit II (ND2) gene, complete cds; tRNA-Trp, tRNA-Ala, tRNA-Asn, tRNA-Cys, and tRNA-Tyr genes, compl>
U65286.1			cytochrome b (cytb) gene, mitochondrial gene encoding mitochondrial protein, complete cds
AY598153.1	voucher	DMNS:Mamm:10274	control region, partial sequence; mitochondrial
JQ655996.1	isolate	MVZ_180585_ID_Clearw	NADH dehydrogenase subunit 2 (ND2) gene, complete cds; mitochondrial
JQ655982.1	isolate	MVZ_180565_ID_Bounda	NADH dehydrogenase subunit 2 (ND2) gene, complete cds; mitochondrial
JN042406.1	voucher	DMNS:Mamm:11379	cytochrome b (cytb) gene, partial cds; mitochondrial
AF081974.1			specimen-voucher MVZFC 21404 cytochrome b (cytb) gene, mitochondrial gene encoding mitochondrial protein, complete cds
AY030120.1			cytochrome b (cytb) gene, complete cds; mitochondrial gene for mitochondrial product
AY030146.1			NADH dehydrogenase subunit 2 (ND2) gene, complete cds; mitochondrial gene for mitochondrial product
AY030166.1			NADH dehydrogenase subunit 3 (ND3) gene, complete cds; mitochondrial gene for mitochondrial product
AY030187.1			cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial gene for mitochondrial product
JQ655988.1	isolate	MVZ_180583_ID_Clearw	NADH dehydrogenase subunit 2 (ND2) gene, complete cds; mitochondrial
JN888961.1	voucher	DMNS:Mamm:11008	apolipoprotein B (ApoB) gene, partial cds
JN889071.1	voucher	DMNS:Mamm:11008	breast cancer susceptibility 1 (BRCA1) gene, partial cds
JN889181.1	voucher	DMNS:Mamm:11008	interferon 1 (IFN1) gene, intron
JN889291.1	voucher	DMNS:Mamm:11008	myosin heavy chain 2 gene, intron
JN889401.1	voucher	DMNS:Mamm:11008	cytochrome b (Cytb) gene, complete cds; mitochondrial
DQ432881.1	voucher	MVZ:Bird:177878	cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial
JN042488.1	voucher	DMNS:Mamm:11180	cytochrome b (cytb) gene, partial cds; mitochondrial
JQ655992.1	isolate	MVZ_180593_ID_Clearw	NADH dehydrogenase subunit 2 (ND2) gene, complete cds; mitochondrial
EF488735.1	voucher	MVZ	170335 cytochrome b (cytb) gene, complete cds; mitochondrial
GQ464792.1			NADH dehydrogenase subunit 4 (ND4) gene, partial cds; mitochondrial
JN042336.1	voucher	MVZ:Mamm:206400	zonadhesin (ZAN) gene, exon 17 and partial cds
JN042337.1	voucher	MVZ:Mamm:206400	zonadhesin (ZAN) gene, exon 17 and partial cds
JN042462.1	voucher	MVZ:Mamm:206400	cytochrome b (cytb) gene, partial cds; mitochondrial
JN042733.1	voucher	MVZ:Mamm:206400	acrosin (ACR) gene, exon 2 and partial cds
JN042734.1	voucher	MVZ:Mamm:206400	acrosin (ACR) gene, exon 2 and partial cds
JN042967.1	voucher	MVZ:Mamm:206400	zona pellucida glycoprotein 2 (Zp2) gene, exons 9, 10 and partial cds
JN042968.1	voucher	MVZ:Mamm:206400	zona pellucida glycoprotein 2 (Zp2) gene, exons 9, 10 and partial cds
JN043199.1	voucher	MVZ:Mamm:206400	unknown genomic sequence
JN043200.1	voucher	MVZ:Mamm:206400	unknown genomic sequence
AF081984.1			specimen-voucher MVZ 170842 cytochrome b (cytb) gene, mitochondrial gene encoding mitochondrial protein, complete cds
JQ655987.1	isolate	MVZ_180582_ID_Clearw	NADH dehydrogenase subunit 2 (ND2) gene, complete cds; mitochondrial
DQ433103.1	voucher	MVZ:Bird:168105	cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial
JQ656008.1	isolate	MVZ_183683_OR_Jackso	NADH dehydrogenase subunit 2 (ND2) gene, complete cds; mitochondrial
AY598197.1	voucher	DMNS:Mamm:8635	control region, partial sequence; mitochondrial
AF447597.3			MVZ 169269 cytochrome b (cytb) gene, complete cds; mitochondrial gene for mitochondrial product
AF447624.1			MVZ 169269 NADH dehydrogenase subunit 2 (ND2) gene, complete cds; mitochondrial gene for mitochondrial product
AF447651.1			MVZ 169269 NADH dehydrogenase subunit 3 (ND3) gene, complete cds; mitochondrial gene for mitochondrial product
AF447678.1			MVZ 169269 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial gene for mitochondrial product
AY598255.1	voucher	DMNS:Mamm:9572	control region, partial sequence; mitochondrial
EF488732.1	voucher	MVZ	170328 cytochrome b (cytb) gene, complete cds; mitochondrial
GQ175239.1	voucher	MVZ:196188	cytochrome b (cytb) gene, partial cds; mitochondrial
AF081985.1			specimen-voucher MVZ 170575 cytochrome b (cytb) gene, mitochondrial gene encoding mitochondrial protein, complete cds
AF108707.1			cytochrome B (cytB) gene, mitochondrial gene encoding mitochondrial protein, complete cds
AF108708.1			cytochrome B (cytB) gene, mitochondrial gene encoding mitochondrial protein, complete cds
AY277414.1	voucher	MVZ	148519 interphotoreceptor retinoid binding protein (IRBP) gene, partial cds
JN042184.1	voucher	DMNS:Mamm:11122	zonadhesin (ZAN) gene, exon 17 and partial cds
JN042185.1	voucher	DMNS:Mamm:11122	zonadhesin (ZAN) gene, exon 17 and partial cds
JN042490.1	voucher	DMNS:Mamm:11122	cytochrome b (cytb) gene, partial cds; mitochondrial
JN042581.1	voucher	DMNS:Mamm:11122	acrosin (ACR) gene, exon 2 and partial cds
JN042582.1	voucher	DMNS:Mamm:11122	acrosin (ACR) gene, exon 2 and partial cds
JN042815.1	voucher	DMNS:Mamm:11122	zona pellucida glycoprotein 2 (Zp2) gene, exons 9, 10 and partial cds
JN042816.1	voucher	DMNS:Mamm:11122	zona pellucida glycoprotein 2 (Zp2) gene, exons 9, 10 and partial cds
JN043047.1	voucher	DMNS:Mamm:11122	unknown genomic sequence
JN043048.1	voucher	DMNS:Mamm:11122	unknown genomic sequence
AF314028.1			NADH dehydrogenase subunit I (ND1) gene, partial cds; tRNA-Ile, tRNA-Gln, and tRNA-Met genes, complete sequence; NADH dehydrogenase subunit II (ND2) gene, complete cds; tRNA-Trp, tRNA-Ala, tRNA-Asn, tRNA-Cys, and tRNA-Tyr genes, compl>
EU275793.1			recombination activating protein 1 (RAG1) gene, partial cds
EU275828.1			pro-opiomelanocortin (POMC) gene, partial cds
EU275874.1			brain-derived neurotrophic factor (BDNF) gene, partial cds
AY143195.1			MVZ 169036 cytochrome b (cytb) gene, complete cds; mitochondrial gene for mitochondrial product
AY143222.1			MVZ 169036 NADH dehydrogenase subunit 2 (ND2) gene, complete cds; mitochondrial gene for mitochondrial product
AY143249.1			MVZ 169036 NADH dehydrogenase subunit 3 (ND3) gene, complete cds; mitochondrial gene for mitochondrial product
AY143276.1			MVZ 169036 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial gene for mitochondrial product
DQ433106.1	voucher	MVZ:Bird:177898	cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial
AF081994.1			specimen-voucher MVZFC 20357 cytochrome b (cytb) gene, mitochondrial gene encoding mitochondrial protein, complete cds
AF081986.1			specimen-voucher MVZ 170571 cytochrome b (cytb) gene, mitochondrial gene encoding mitochondrial protein, complete cds
EF488731.1	voucher	MVZ	170322 cytochrome b (cytb) gene, complete cds; mitochondrial
AY143196.1			MVZ 169041 cytochrome b (cytb) gene, complete cds; mitochondrial gene for mitochondrial product
AY143223.1			MVZ 169041 NADH dehydrogenase subunit 2 (ND2) gene, complete cds; mitochondrial gene for mitochondrial product
AY143250.1			MVZ 169041 NADH dehydrogenase subunit 3 (ND3) gene, complete cds; mitochondrial gene for mitochondrial product
AY143277.1			MVZ 169041 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial gene for mitochondrial product
AY598194.1	voucher	DMNS:Mamm:8632	control region, partial sequence; mitochondrial
JQ655985.1	isolate	MVZ_180578_ID_Bounda	NADH dehydrogenase subunit 2 (ND2) gene, complete cds; mitochondrial
AF081980.1			specimen-voucher MVZ 171659 cytochrome b (cytb) gene, mitochondrial gene encoding mitochondrial protein, complete cds
EF488738.1	voucher	MVZ	170285 cytochrome b (cytb) gene, complete cds; mitochondrial
U65278.1			cytochrome b (cytb) gene, mitochondrial gene encoding mitochondrial protein, complete cds
AF081983.1			specimen-voucher MVZ 170841 cytochrome b (cytb) gene, mitochondrial gene encoding mitochondrial protein, complete cds
JN042196.1	voucher	DMNS:Mamm:11121	zonadhesin (ZAN) gene, exon 17 and partial cds
JN042197.1	voucher	DMNS:Mamm:11121	zonadhesin (ZAN) gene, exon 17 and partial cds
JN042416.1	voucher	DMNS:Mamm:11121	cytochrome b (cytb) gene, partial cds; mitochondrial
JN042593.1	voucher	DMNS:Mamm:11121	acrosin (ACR) gene, exon 2 and partial cds
JN042594.1	voucher	DMNS:Mamm:11121	acrosin (ACR) gene, exon 2 and partial cds
JN042827.1	voucher	DMNS:Mamm:11121	zona pellucida glycoprotein 2 (Zp2) gene, exons 9, 10 and partial cds
JN042828.1	voucher	DMNS:Mamm:11121	zona pellucida glycoprotein 2 (Zp2) gene, exons 9, 10 and partial cds
JN043059.1	voucher	DMNS:Mamm:11121	unknown genomic sequence
JN043060.1	voucher	DMNS:Mamm:11121	unknown genomic sequence
DQ086471.1	voucher	MVZ196614	cytochrome b (cytb) gene, partial cds; mitochondrial
AF082003.1			specimen-voucher MVZFC 21207 cytochrome b (cytb) gene, mitochondrial gene encoding mitochondrial protein, complete cds
AF081993.1			specimen-voucher MVZFC 20368 cytochrome b (cytb) gene, mitochondrial gene encoding mitochondrial protein, complete cds
JN888963.1	voucher	DMNS:Mamm:11057	apolipoprotein B (ApoB) gene, partial cds
JN889073.1	voucher	DMNS:Mamm:11057	breast cancer susceptibility 1 (BRCA1) gene, partial cds
JN889183.1	voucher	DMNS:Mamm:11057	interferon 1 (IFN1) gene, intron
JN889293.1	voucher	DMNS:Mamm:11057	myosin heavy chain 2 gene, intron
JN889403.1	voucher	DMNS:Mamm:11057	cytochrome b (Cytb) gene, complete cds; mitochondrial
AY309249.1			MVZ 167099 cytochrome b (cytb) gene, partial cds; mitochondrial gene for mitochondrial product
DQ432914.1	voucher	MVZ:Bird:167099	cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial
AF081978.1			specimen-voucher MVZFC 21476 cytochrome b (cytb) gene, mitochondrial gene encoding mitochondrial protein, complete cds
JN648400.1	voucher	MVZ	230680 brain-derived neurotrophic factor (bdnf) gene, partial cds
JN648420.1	voucher	MVZ	230680 Nav1.4 (SCN4a) gene, exon 4 and partial cds
JN648440.1	voucher	MVZ	230680 NADH dehydrogenase subunit 2 (nad2) gene, partial cds; tRNA-Trp gene, complete sequence; and tRNA-Ala gene, partial sequence; mitochondrial
JN648460.1	voucher	MVZ	230680 NADH dehydrogenase subunit 4-like (nad4) gene, partial sequence; tRNA-His and tRNA-Ser genes, complete sequence; and tRNA-Leu gene, partial sequence; mitochondrial
JN648480.1	voucher	MVZ	230680 16S ribosomal RNA gene, partial sequence; tRNA-Leu gene, complete sequence; NADH dehydrogenase subunit 1 (nad1) gene, complete cds; tRNA-Ile gene, complete sequence; and tRNA-Gln gene, partial sequence; mito>
JN648500.1	voucher	MVZ	230680 recombination activating protein 1 (rag1) gene, partial cds
AY598145.1	voucher	DMNS:Mamm:10698	control region, partial sequence; mitochondrial
DQ195203.1			haplotype XXXIX cytochrome b gene, partial cds; mitochondrial
AF082007.1			specimen-voucher MVZ 170561 cytochrome b (cytb) gene, mitochondrial gene encoding mitochondrial protein, complete cds
AF082001.1			specimen-voucher MVZFC 21210 cytochrome b (cytb) gene, mitochondrial gene encoding mitochondrial protein, complete cds
DQ086468.1	voucher	MVZ199248	cytochrome b (cytb) gene, partial cds; mitochondrial
JN042170.1	voucher	DMNS:Mamm:11093	zonadhesin (ZAN) gene, exon 17 and partial cds
JN042171.1	voucher	DMNS:Mamm:11093	zonadhesin (ZAN) gene, exon 17 and partial cds
JN042436.1	voucher	DMNS:Mamm:11093	cytochrome b (cytb) gene, partial cds; mitochondrial
JN042567.1	voucher	DMNS:Mamm:11093	acrosin (ACR) gene, exon 2 and partial cds
JN042568.1	voucher	DMNS:Mamm:11093	acrosin (ACR) gene, exon 2 and partial cds
JN042801.1	voucher	DMNS:Mamm:11093	zona pellucida glycoprotein 2 (Zp2) gene, exons 9, 10 and partial cds
JN042802.1	voucher	DMNS:Mamm:11093	zona pellucida glycoprotein 2 (Zp2) gene, exons 9, 10 and partial cds
JN043033.1	voucher	DMNS:Mamm:11093	unknown genomic sequence
JN043034.1	voucher	DMNS:Mamm:11093	unknown genomic sequence
DQ187418.1	voucher	MVZ	nkj5928 NADH dehydrogenase subunit 2 (ND2) gene, complete cds; mitochondrial
U65249.1			cytochrome b (cytb) gene, mitochondrial gene encoding mitochondrial protein, complete cds
EU259279.1	voucher	MVZ:Mamm:207237	cytochrome b (cytb) gene, partial cds; mitochondrial
AY598256.1	voucher	DMNS:Mamm:9571	control region, partial sequence; mitochondrial
JN042206.1	voucher	DMNS:Mamm:11147	zonadhesin (ZAN) gene, exon 17 and partial cds
JN042207.1	voucher	DMNS:Mamm:11147	zonadhesin (ZAN) gene, exon 17 and partial cds
JN042397.1	voucher	DMNS:Mamm:11147	cytochrome b (cytb) gene, partial cds; mitochondrial
JN042603.1	voucher	DMNS:Mamm:11147	acrosin (ACR) gene, exon 2 and partial cds
JN042604.1	voucher	DMNS:Mamm:11147	acrosin (ACR) gene, exon 2 and partial cds
